mmsi,name,imo,lat,lon,sog,cog,nav_status,ship_type,destination,eta,dim_bow,dim_stern,timestamp
316014060,ALGOMA STRONGFIELD,9613953,43.35559,-79.13737,13.6,216.1,0,70,THUNDEBAY,"{""Day"":1,""Hour"":16,""Minute"":0,""Month"":4}",204,19,2026-03-30 01:18:48.21854516 +0000 UTC
316014995,SEASPAN RESOLUTION,,49.31069,-123.10687,0,339.3,0,,,,,,2026-03-30 01:18:43.239021251 +0000 UTC
316017550,MCASPHALT ADVANTAGE,,43.0418,-79.2125,6.9,179,0,,,,,,2026-03-30 01:18:50.301655205 +0000 UTC
316018772,,,49.19786,-122.94498,0,0,3,,,,,,2026-03-30 01:18:46.78137246 +0000 UTC
316020186,STRAIT HUNTER,,47.55651,-52.71036,0.1,161.5,5,,,,,,2026-03-30 01:18:41.676661768 +0000 UTC
316020868,SEASPAN OSPREY,,49.00566,-123.12649,0,111.4,0,,,,,,2026-03-30 01:18:42.777781352 +0000 UTC
316022038,OCEAN GORDON,0,,,,,,52,FRASER RIVER,"{""Day"":27,""Hour"":4,""Minute"":0,""Month"":5}",3,12,
316022149,NORTHERN ALLIANCE,,44.37622,-64.31696,0,287.7,0,,,,,,2026-03-30 01:18:41.932867906 +0000 UTC
316025866,HECATE STRAITS,,50.02434,-125.23867,0,205.9,0,,,,,,2026-03-30 01:18:43.175428257 +0000 UTC
316039018,SST ORCA,,49.07618,-123.39701,12.5,181.3,0,,,,,,2026-03-30 01:18:52.066429975 +0000 UTC
316040257,HINCH SPIRIT,,43.27964,-79.79231,0.1,129.4,5,,,,,,2026-03-30 01:18:44.030986818 +0000 UTC
316042039,OCEAN KITSILANO,,49.29835,-123.02857,0,19.5,0,,,,,,2026-03-30 01:18:46.548002974 +0000 UTC
316044371,HARVEST SPIRIT,,46.05254,-73.14071,0,37.6,1,,,,,,2026-03-30 01:18:43.610937179 +0000 UTC
316046453,QUADRANT DEFENDER,,49.22223,-122.83964,0,131.6,0,,,,,,2026-03-30 01:18:40.824367157 +0000 UTC
316046934,ISLAND K'ULUT'A,,50.04238,-125.22443,9.4,221.3,0,,,,,,2026-03-30 01:18:45.474720821 +0000 UTC
316047969,CHEDABUCTO BAY,0,,,,,,51,CLARKS HARBOUR,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",9,10,
316048198,OCEAN GREG,,49.93875,-125.09944,5.3,302.7,11,,,,,,2026-03-30 01:18:52.212180562 +0000 UTC
316049371,SAAM JAMES POINT,,54.29257,-130.35622,0,178.4,5,,,,,,2026-03-30 01:18:50.596144054 +0000 UTC
319003600,TACANUYASO M.S.,1009857,,,,,,37,GR SEF MARINA ATHENS,"{""Day"":3,""Hour"":3,""Minute"":0,""Month"":12}",28,34,
319023700,SUR LA MER,,26.10117,-80.11802,0,336.1,5,,,,,,2026-03-30 01:18:44.193565488 +0000 UTC
319054400,I NOVA,,37.93186,23.65028,0,343.1,5,,,,,,2026-03-30 01:18:48.656063214 +0000 UTC
319059300,WISP,,39.56515,2.63876,0,305.3,5,,,,,,2026-03-30 01:18:50.592016079 +0000 UTC
319065000,STORMBORN,1009572,,,,,,37,ESBCN,"{""Day"":22,""Hour"":8,""Minute"":0,""Month"":10}",35,12,
319097600,INTREPID,,25.78599,-80.18008,0,122,5,,,,,,2026-03-30 01:18:50.730554015 +0000 UTC
319115700,APSARA,,25.78479,-80.17891,0,151.3,5,,,,,,2026-03-30 01:18:42.284203341 +0000 UTC
319122100,ALMAHA,9615224,,,,,,37,MARINA FLOISVOS,"{""Day"":18,""Hour"":20,""Minute"":30,""Month"":6}",20,20,
319137200,LADY S,,41.38,2.18397,0,8.5,5,,,,,,2026-03-30 01:18:48.915993877 +0000 UTC
319137400,LADY G,0,,,,,,37,FLISVOS,"{""Day"":24,""Hour"":12,""Minute"":0,""Month"":3}",15,25,
319155500,SIXTH SENSE,9799824,,,,,,37,USMIA,"{""Day"":14,""Hour"":5,""Minute"":30,""Month"":1}",24,50,
319180300,CAPTAIN MORGAN III,,24.46526,-76.77594,0.8,165.6,1,,,,,,2026-03-30 01:18:46.314190387 +0000 UTC
319186100,EXTRA TIME,,43.69746,7.28431,0,310.4,5,,,,,,2026-03-30 01:18:46.190334733 +0000 UTC
319189700,DYNA R,,43.54181,10.29643,0,0,5,,,,,,2026-03-30 01:18:43.717711305 +0000 UTC
319209900,B5,,39.56622,2.64112,0,70.1,5,,,,,,2026-03-30 01:18:45.366016998 +0000 UTC
319227500,MARAE,,41.37921,2.18557,0,279.9,5,,,,,,2026-03-30 01:18:48.623403402 +0000 UTC
319229500,ISTROS,,-33.87185,151.23281,0,182,5,,,,,,2026-03-30 01:18:45.532815525 +0000 UTC
319345000,ELENI,,39.56489,2.63993,0,219.4,5,,,,,,2026-03-30 01:18:46.866148785 +0000 UTC
319440000,NURJA,,39.56648,2.63854,0,30.8,5,,,,,,2026-03-30 01:18:41.046062068 +0000 UTC
319457000,KATHARINE,,25.78491,-80.1793,0,111.2,0,,,,,,2026-03-30 01:18:44.393426839 +0000 UTC
319744000,ILLUSION,,32.09736,-81.11224,0,168.3,15,,,,,,2026-03-30 01:18:51.786855545 +0000 UTC
319855000,JULIET,,39.56626,2.64267,0,13.7,5,,,,,,2026-03-30 01:18:41.209517883 +0000 UTC
319874000,SUPERNOVA,,26.06111,-80.13359,0,256.9,5,,,,,,2026-03-30 01:18:50.540183062 +0000 UTC
319942000,LA MIRAGE,,44.1339,8.27037,0,28.2,5,,,,,,2026-03-30 01:18:41.071842259 +0000 UTC
319984000,BLUE MOON,,26.12067,-80.10867,0.1,23,5,,,,,,2026-03-30 01:18:49.788384211 +0000 UTC
338142000,R/V ZEPHYR,,33.4604,-117.69097,0,260.1,5,,,,,,2026-03-30 01:18:41.591377134 +0000 UTC
338145686,BAYWATCH11,0,,,,,,0,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",0,0,
338145694,BAYWATCH15,0,,,,,,50,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",3,7,
338205553,KITSAP MARINE 81_,,47.79606,-122.49925,0,0,0,,,,,,2026-03-30 01:18:51.335094147 +0000 UTC
338263000,SUB SEA,,41.09562,-71.03348,0.3,84.4,3,,,,,,2026-03-30 01:18:46.925526475 +0000 UTC
338343000,GENESIS VISION,,40.81636,-73.78413,4.9,162.6,0,,,,,,2026-03-30 01:18:47.36118403 +0000 UTC
338447000,OSG HORIZON,,39.04952,-75.16624,10.7,337.6,0,,,,,,2026-03-30 01:18:43.305960189 +0000 UTC
338454000,BERTO L MILLER,,40.63654,-74.07315,0,280.9,5,,,,,,2026-03-30 01:18:41.205035733 +0000 UTC
338499741,RV OCEAN HAWK,,40.41679,-74.03158,0,349.2,0,,,,,,2026-03-30 01:18:41.201063687 +0000 UTC
338881000,PRESIDENT LB JOHNSON,,36.07961,-122.04522,9.1,326.7,0,,,,,,2026-03-30 01:18:50.307746458 +0000 UTC
339274000,WOLFPACK,,26.00206,-80.12228,0.1,114.4,5,,,,,,2026-03-30 01:18:44.189059564 +0000 UTC
339317000,TCB,,26.12194,-80.10847,0,0.9,5,,,,,,2026-03-30 01:18:47.658037597 +0000 UTC
341317002,JOAV I,,32.8113,34.72918,2.3,143,0,,,,,,2026-03-30 01:18:50.282703172 +0000 UTC
341411002,ATLANT,,51.80286,4.62949,0,360,5,,,,,,2026-03-30 01:18:41.533008248 +0000 UTC
352002533,GREEN AANEKOSKI,,1.14631,103.78275,11.5,49.4,0,,,,,,2026-03-30 01:18:51.384497448 +0000 UTC
352002891,NAUTICAL DREAM,,41.63952,141.73089,12.4,89.3,0,,,,,,2026-03-30 01:18:44.473978566 +0000 UTC
352003580,VST AMARA,,1.24945,103.90549,0,195.4,1,,,,,,2026-03-30 01:18:46.078953633 +0000 UTC
352004573,CHANG SHENG JI 8,,57.50119,8.81042,11.5,60.2,0,,,,,,2026-03-30 01:18:42.055772361 +0000 UTC
352004884,BEBEK,,55.61648,15.22036,14.5,243.1,0,,,,,,2026-03-30 01:18:50.232523906 +0000 UTC
352524000,MANTA DICLE,9666675,,,,,,80,USMAH>EGALY,"{""Day"":15,""Hour"":12,""Minute"":0,""Month"":4}",142,41,
352980766,RED ADMIRAL,,51.39965,3.1074,14.4,261.8,0,,,,,,2026-03-30 01:18:51.314361176 +0000 UTC
353221000,SEA JEWEL,,59.83065,25.62562,0.1,283.1,1,,,,,,2026-03-30 01:18:43.712943904 +0000 UTC
353270000,VOYAGER,8985957,,,,,,37,MONACO,"{""Day"":13,""Hour"":17,""Minute"":30,""Month"":9}",12,49,
353428000,MSC LAUREN,9467407,,,,,,73,GBFXT,"{""Day"":28,""Hour"":9,""Minute"":0,""Month"":3}",146,220,
353903000,SEATTLE BRIDGE,9560352,,,,,,70,JPTYO,"{""Day"":13,""Hour"":20,""Minute"":0,""Month"":4}",220,73,
353920000,INANDI,,43.37907,28.17288,0.5,81.1,0,,,,,,2026-03-30 01:18:44.41156644 +0000 UTC
354214000,ANTAKYA_M,,29.74452,-95.10559,0,43,0,,,,,,2026-03-30 01:18:47.150744234 +0000 UTC
354434000,NURI CHEMIST,,35.44055,139.76467,12,233.6,0,,,,,,2026-03-30 01:18:46.736548349 +0000 UTC
354498000,GLOMAR 4-WINDS,,52.45877,4.57902,0,240.5,5,,,,,,2026-03-30 01:18:46.740848181 +0000 UTC
354505000,MSC INGRID,,39.39526,0.06174,14.1,286.6,0,,,,,,2026-03-30 01:18:43.810549907 +0000 UTC
354663000,SUNNY ORION,,35.39557,139.65963,6.1,275,0,,,,,,2026-03-30 01:18:45.418320193 +0000 UTC
354866000,WINTER SUN,,41.68551,41.6829,0,157.6,1,,,,,,2026-03-30 01:18:46.21011564 +0000 UTC
355584000,HUNTER,,53.35633,5.21474,0,264.6,5,,,,,,2026-03-30 01:18:46.725645139 +0000 UTC
356188000,POAVOSA WISDOM VIII,9641924,-32.89027,151.77402,0,251,5,70,NZ TRG,"{""Day"":4,""Hour"":7,""Minute"":0,""Month"":4}",148,21,2026-03-30 01:18:43.173809415 +0000 UTC
357370000,BUNUN BENEFIT,9747144,,,,,,70,USPDX,"{""Day"":29,""Hour"":23,""Minute"":30,""Month"":3}",152,28,
357627000,MSC OPERA,9250464,,,,,,69,ZACPT,"{""Day"":30,""Hour"":2,""Minute"":45,""Month"":3}",35,240,
366468000,,,48.03475,-122.18644,0,141.7,7,,,,,,2026-03-30 01:18:45.754359062 +0000 UTC
366670000,CAPE DOUGLAS,,32.85025,-79.94027,0,105.3,5,,,,,,2026-03-30 01:18:47.312462497 +0000 UTC
366774330,NICOLE L REINAUER,,40.91224,-73.65152,9.3,60.8,0,,,,,,2026-03-30 01:18:45.583032092 +0000 UTC
366838000,CAPE TRINITY,7602259,,,,,,70,USBPT,"{""Day"":8,""Hour"":12,""Minute"":0,""Month"":4}",161,32,
366847780,PACIFIC DAWN,,29.54827,-93.53855,8.7,106.7,0,,,,,,2026-03-30 01:18:43.355410525 +0000 UTC
366855060,NEW DEL MAR,,33.96843,-118.44973,6.4,213.9,15,,,,,,2026-03-30 01:18:51.131804992 +0000 UTC
366856070,LOUISVILLE,,38.35285,-81.6458,0,301.5,12,,,,,,2026-03-30 01:18:46.994992918 +0000 UTC
366872980,ENDLESS DREAMS,,33.61826,-117.92223,0,360,0,,,,,,2026-03-30 01:18:44.967425227 +0000 UTC
366874920,MARTIN CHALLENGER,,29.95306,-92.71483,6.1,121.4,0,,,,,,2026-03-30 01:18:51.910759465 +0000 UTC
366884000,SEA LOAFERS 2,,0,0,0,0,0,,,,,,2026-03-30 01:18:45.116726208 +0000 UTC
366917530,SANKATY,,41.63328,-70.90692,0,82.1,0,,,,,,2026-03-30 01:18:45.050048472 +0000 UTC
366929710,COHO,,48.12246,-123.43023,0,0,0,,,,,,2026-03-30 01:18:49.503124087 +0000 UTC
366938440,JEAN TURECAMO,7501077,,,,,,52,XX XXX>?? ???,"{""Day"":30,""Hour"":6,""Minute"":0,""Month"":8}",33,0,
366939170,ATLAS,,41.63724,-70.92012,0,19.2,5,,,,,,2026-03-30 01:18:43.312480955 +0000 UTC
366942880,NEWPORT,,29.70991,-93.33634,2.2,19,3,,,,,,2026-03-30 01:18:45.002074156 +0000 UTC
366943940,SUPER EXPRESS,0,,,,,,40,LOS ANGELES,"{""Day"":7,""Hour"":1,""Minute"":20,""Month"":6}",15,30,
366948020,,,40.49587,-74.15592,0,127,0,,,,,,2026-03-30 01:18:42.139439238 +0000 UTC
366959780,PONCA,,32.0426,-80.92637,0,360,15,,,,,,2026-03-30 01:18:51.95246582 +0000 UTC
366969970,SONOMA,,37.8561,-122.47778,0,270.8,0,,,,,,2026-03-30 01:18:50.690517851 +0000 UTC
366972260,KENNETH J DEVALL,0,,,,,,31,XX XXX>US^07BC,"{""Day"":26,""Hour"":8,""Minute"":1,""Month"":2}",5,2,
366972270,CAPT AL DEVALL,,30.05719,-93.73763,0,241.3,0,,,,,,2026-03-30 01:18:48.64637628 +0000 UTC
366980160,PILOT BRANDYWINE,,38.78279,-75.12025,0.1,267.2,15,,,,,,2026-03-30 01:18:50.952521829 +0000 UTC
366982170,C-TRACTOR 7,,32.68665,-117.13334,0,360,0,,,,,,2026-03-30 01:18:42.407329663 +0000 UTC
366986380,DREDGE OREGON,,45.56696,-122.71562,0,360,3,,,,,,2026-03-30 01:18:41.634995748 +0000 UTC
366993790,KATHLEEN K,,47.66011,-122.3811,0,183.5,5,,,,,,2026-03-30 01:18:49.359438552 +0000 UTC
366997840,MARY KAY,,30.02198,-93.98734,0,261,0,,,,,,2026-03-30 01:18:47.123179986 +0000 UTC
366999296,DEMOLEN,,42.29876,-83.09301,0,262.8,15,,,,,,2026-03-30 01:18:42.118760743 +0000 UTC
366999466,CG47240,0,,,,,,51,YB,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",11,4,
367002130,MISS PAMELA,0,29.68486,-91.1497,0,0,0,52,BAYOU BOEUF CBR,"{""Day"":27,""Hour"":19,""Minute"":0,""Month"":3}",10,10,2026-03-30 01:18:47.297200088 +0000 UTC
367004080,,,30.07445,-94.05905,0,189.8,12,,,,,,2026-03-30 01:18:41.99317861 +0000 UTC
367005190,HOYT CHRISTOPHER,,30.05961,-93.45007,5.2,273.1,12,,,,,,2026-03-30 01:18:48.644210548 +0000 UTC
367016340,YANKEE CLIPPER,,47.65694,-122.36742,0,213.5,5,,,,,,2026-03-30 01:18:42.059006693 +0000 UTC
367025330,OCEAN ODYSSEY,,32.72306,-117.22666,0,360,0,,,,,,2026-03-30 01:18:51.14599635 +0000 UTC
367079510,JOE RAY BEAUBOUEF,,30.2312,-93.2548,0,319.9,0,,,,,,2026-03-30 01:18:50.655405712 +0000 UTC
367090580,BIG STONE 5,0,,,,,,60,WORKING DELAWARE BAX,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",0,0,
367093970,CAPT STEVE,,38.98263,-76.46853,0.2,226.5,0,,,,,,2026-03-30 01:18:47.826796904 +0000 UTC
367109010,MONEY FOR NOTHING,,26.12226,-80.10808,0,117.6,0,,,,,,2026-03-30 01:18:50.968771089 +0000 UTC
367135790,PORT NECHES,,29.72034,-93.8654,0,350.4,0,,,,,,2026-03-30 01:18:50.654272777 +0000 UTC
367145380,MATTHEW JAMES,,30.05839,-93.66829,5.2,87.5,0,,,,,,2026-03-30 01:18:47.128187208 +0000 UTC
367152910,ACTA,,26.1029,-80.12022,0,27.2,5,,,,,,2026-03-30 01:18:44.648777958 +0000 UTC
367153070,MIKIONA,9415583,,,,,,31,PDX CHVRN,"{""Day"":2,""Hour"":22,""Minute"":30,""Month"":4}",11,26,
367165430,BRUCE A. MCALLISTER,,40.67114,-74.13614,6.8,26.2,0,,,,,,2026-03-30 01:18:40.80040241 +0000 UTC
367186410,BRIAN O'DANIELS,,30.06739,-93.34695,0,2,12,,,,,,2026-03-30 01:18:46.072791458 +0000 UTC
367189890,LOREN C,1193859,33.75491,-118.22427,0,169,5,70,US LGB,"{""Day"":6,""Hour"":0,""Minute"":0,""Month"":3}",25,45,2026-03-30 01:18:51.37534658 +0000 UTC
367304530,THOMAS D WITTE,,40.69966,-74.15134,0,220,11,,,,,,2026-03-30 01:18:40.935418601 +0000 UTC
367327250,ENDEAVOR,14,,,,,,30,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",5,15,
367336580,SP PEARL,9423164,29.74202,-93.86596,0,243.9,5,52,SABINE PASS,"{""Day"":21,""Hour"":14,""Minute"":36,""Month"":7}",14,18,2026-03-30 01:18:47.121804865 +0000 UTC
367339380,VIVERE,,26.11156,-80.10823,0,234.1,0,,,,,,2026-03-30 01:18:44.055132504 +0000 UTC
367339650,REBEKAH C,,33.75339,-118.22412,0,289.2,5,,,,,,2026-03-30 01:18:44.2992304 +0000 UTC
367360430,,,32.70188,-117.16508,9.6,81.4,0,,,,,,2026-03-30 01:18:46.793717472 +0000 UTC
367362240,CHUCK ZEBULA,101209481,,,,,,57,US^0ZR5>0CYF,"{""Day"":30,""Hour"":17,""Minute"":15,""Month"":3}",318,38,
367371830,,,40.4885,-74.25283,0,205.9,1,,,,,,2026-03-30 01:18:50.715252824 +0000 UTC
367376740,MARTHA'S VINEYARD,,41.52265,-70.67085,0,80,0,,,,,,2026-03-30 01:18:45.752039436 +0000 UTC
367388680,MORGAN CITY,,29.74444,-95.19274,0,53,12,,,,,,2026-03-30 01:18:46.616215513 +0000 UTC
367389160,PI'ILANI,,21.30218,-157.86812,2.6,357.5,0,,,,,,2026-03-30 01:18:41.218183812 +0000 UTC
367389230,GUEMES,,48.51925,-122.62372,0,165.1,0,,,,,,2026-03-30 01:18:42.322441013 +0000 UTC
367389540,HOLY CROSS,,29.81476,-93.3466,0,279.8,12,,,,,,2026-03-30 01:18:40.696515183 +0000 UTC
367404860,FANTASEA ONE,,33.98328,-118.45595,0,360,0,,,,,,2026-03-30 01:18:43.209617289 +0000 UTC
367413270,MIKE HOOKS,,29.63857,-91.09047,0.7,47.1,3,,,,,,2026-03-30 01:18:43.383938384 +0000 UTC
367413760,BAY LADY,0,47.68002,-122.40633,0,0,8,99,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",0,0,2026-03-30 01:18:49.930232086 +0000 UTC
367424420,HADEN II,,29.72097,-95.2391,0,9.4,0,,,,,,2026-03-30 01:18:44.020584569 +0000 UTC
367425910,SEA HORSE,,45.65012,-122.74778,0,360,3,,,,,,2026-03-30 01:18:43.90524468 +0000 UTC
367431620,MOUNT ST ELIAS,,40.98692,-73.89333,8.7,191.7,12,,,,,,2026-03-30 01:18:44.692497114 +0000 UTC
367446390,KAREN MORAN,,36.95324,-76.32791,0.2,300.5,0,,,,,,2026-03-30 01:18:49.335124316 +0000 UTC
367450580,GRUMPY J,7049433,,,,,,30,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",9,14,
367456760,CHOCTAW,,30.01447,-93.98243,0,171.9,12,,,,,,2026-03-30 01:18:50.98202479 +0000 UTC
367456830,INTEGRITY,,29.94669,-92.7027,6.9,118.3,5,,,,,,2026-03-30 01:18:47.125406192 +0000 UTC
367458760,MS PAULA,,30.21424,-93.25799,0.3,210.5,0,,,,,,2026-03-30 01:18:48.642824288 +0000 UTC
367474640,CAPE ELIZABETH,,39.20937,-76.58324,0,360,0,,,,,,2026-03-30 01:18:46.340833208 +0000 UTC
367480260,VICTORY,,42.87214,-78.87837,0,145.1,0,,,,,,2026-03-30 01:18:47.272268363 +0000 UTC
367510770,SEA SERVICE 1,,29.77752,-92.17752,0,30.5,0,,,,,,2026-03-30 01:18:43.408354162 +0000 UTC
367513220,VANCOUVER,9060106,,,,,,52,COL RIVER,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",10,13,
367514780,OCEAN SCOUT,,37.9058,-122.37035,0,118.8,5,,,,,,2026-03-30 01:18:47.879745157 +0000 UTC
367531740,FDNY M1A,,40.74054,-74.01179,0.1,360,0,,,,,,2026-03-30 01:18:49.896725671 +0000 UTC
367541160,LEGACY,,30.14714,-93.695,0,259.2,12,,,,,,2026-03-30 01:18:43.35093425 +0000 UTC
367556330,,,30.16087,-93.3211,8.8,50.8,0,,,,,,2026-03-30 01:18:46.070072084 +0000 UTC
367561460,ATHENA,9686792,,,,,,52,US NSS <> US BPT,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",15,15,
367562810,GARY REED,,30.06366,-93.34986,4.9,43.9,12,,,,,,2026-03-30 01:18:45.005162101 +0000 UTC
367569830,BARBARA J MULHOLLAND,,33.74197,-118.19982,2.2,251.7,0,,,,,,2026-03-30 01:18:48.678550027 +0000 UTC
367574340,HOS RED DAWN,,36.91829,-76.18229,0,205.3,5,,,,,,2026-03-30 01:18:45.597603637 +0000 UTC
367593540,14 TO SMILE,8745058,,,,,,37,WEST PALM BEACH,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",27,8,
367596190,MISS SYDNEY,,25.96398,-97.36369,0,231,0,,,,,,2026-03-30 01:18:48.06411747 +0000 UTC
367597640,PORT RICHMOND,,40.73562,-73.9468,0.1,2,0,,,,,,2026-03-30 01:18:42.126330961 +0000 UTC
367599850,,,29.73171,-95.05032,2.4,156.4,12,,,,,,2026-03-30 01:18:51.603640024 +0000 UTC
367602520,MOIRA,,32.85486,-79.95251,0,227,0,,,,,,2026-03-30 01:18:46.037030379 +0000 UTC
367605770,JC DEVILLE 2201,,29.64204,-91.11529,0,218.5,3,,,,,,2026-03-30 01:18:49.461622845 +0000 UTC
367605850,HMS JUSTICE,,40.67095,-74.0613,7.3,208.3,0,,,,,,2026-03-30 01:18:49.810738364 +0000 UTC
367608420,PETER J BRIX,,45.58765,-122.77045,0,327.4,5,,,,,,2026-03-30 01:18:46.124965659 +0000 UTC
367608860,WSF TOKITAE,,47.95214,-122.29752,6.6,164.1,0,,,,,,2026-03-30 01:18:48.019422982 +0000 UTC
367612050,BRANDY NICOLE,,29.81318,-93.34666,0,360,0,,,,,,2026-03-30 01:18:47.12922695 +0000 UTC
367640860,AMY E HEBERT,,26.07288,-80.12198,0,162.3,11,,,,,,2026-03-30 01:18:43.966002504 +0000 UTC
367658980,RENDEZVOUS,,39.94161,-75.141,0,360,0,,,,,,2026-03-30 01:18:46.529849804 +0000 UTC
367668090,NAVIGATOR,,40.58467,-73.83443,8.1,239.9,12,,,,,,2026-03-30 01:18:42.845975752 +0000 UTC
367678850,LELA FRANCO,101258229,,,,,,90,EL SEGUNDO,"{""Day"":13,""Hour"":21,""Minute"":30,""Month"":2}",8,16,
367691010,WOODS HOLE,,41.52213,-70.67074,0,89.9,0,,,,,,2026-03-30 01:18:48.935815781 +0000 UTC
367691950,ROY MICHAEL,,29.93381,-92.65992,0,235.1,12,,,,,,2026-03-30 01:18:43.354185109 +0000 UTC
367693690,KELLY C,,33.75373,-118.22403,0,253.7,5,,,,,,2026-03-30 01:18:45.930242768 +0000 UTC
367698890,LBFD FB20,0,,,,,,51,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",18,17,
367717390,PINTAIL,0,,,,,,70,PUGET SOUND OPS,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",15,7,
367724740,LA ESPADA,,33.76243,-118.19492,0,0,0,,,,,,2026-03-30 01:18:42.906352084 +0000 UTC
367751630,FLEET KING,0,,,,,,30,,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",3,20,
367754810,S BASS,,33.74683,-118.19765,1.4,205.1,0,,,,,,2026-03-30 01:18:51.231203198 +0000 UTC
367759080,AMERICAN POWER,0,,,,,,57,US^0YKC>0QAH,"{""Day"":5,""Hour"":9,""Minute"":35,""Month"":3}",104,13,
367764750,AMER CONSTELLATION,9838333,,,,,,60,TACOMA WA,"{""Day"":29,""Hour"":0,""Minute"":0,""Month"":10}",22,60,
367770270,CAPT BRIAN A MCALLIS,,40.6409,-74.16392,0,191.2,0,,,,,,2026-03-30 01:18:44.518200317 +0000 UTC
367776660,MOUNT BAKER,,21.30996,-157.86854,0,267.1,5,,,,,,2026-03-30 01:18:50.691764908 +0000 UTC
367791550,FLYER,,40.70381,-73.97579,3.5,269,0,,,,,,2026-03-30 01:18:49.814494629 +0000 UTC
367797720,DAISY MAE,,40.83545,-73.76908,6.1,35.3,0,,,,,,2026-03-30 01:18:45.379416491 +0000 UTC
367798430,STARLIGHT,,40.77755,-73.94199,0,322.8,0,,,,,,2026-03-30 01:18:49.127625255 +0000 UTC
368005670,RACHEL CARSON,,47.64945,-122.31295,0,121.3,5,,,,,,2026-03-30 01:18:41.351665532 +0000 UTC
368006870,ONE CURE,9837212,,,,,,31,VAN B3,"{""Day"":22,""Hour"":7,""Minute"":0,""Month"":3}",127,26,
368032120,LESTER FULFER,,29.6248,-94.32427,5.2,62.1,12,,,,,,2026-03-30 01:18:47.127060826 +0000 UTC
368034730,FRANKLIN,,29.97314,-93.84738,0,251,12,,,,,,2026-03-30 01:18:51.913052225 +0000 UTC
368052910,LIL EMI,,25.97364,-97.33557,0,298.8,15,,,,,,2026-03-30 01:18:43.612799032 +0000 UTC
368056740,CAPT. JIM MCALLISTER,9857573,,,,,,52,XX XXX>?? ???,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",18,15,
368073280,RYDER JAMES DEVALL,0,,,,,,0,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",0,0,
368083470,RALPH C,,29.73503,-95.20501,0,130.2,12,,,,,,2026-03-30 01:18:44.294155125 +0000 UTC
368092860,THIBODAUX,,29.75887,-95.09304,0,271.3,12,,,,,,2026-03-30 01:18:44.936235873 +0000 UTC
368102250,GOLDEN MEADOW,,30.05895,-93.3549,0,159.8,5,,,,,,2026-03-30 01:18:43.352611901 +0000 UTC
368106340,CATLETTSBURG,,39.37469,-81.49843,6.4,60.3,12,,,,,,2026-03-30 01:18:48.588136509 +0000 UTC
368109530,DARIAN ALEXANDRA,,29.76546,-95.10811,0.1,78.8,12,,,,,,2026-03-30 01:18:44.336374827 +0000 UTC
368111750,,,30.22267,-93.26606,0,86,5,,,,,,2026-03-30 01:18:43.356636555 +0000 UTC
368127060,RAYMOND BUTLER,0,,,,,,57,BOLIVAR ROADS,"{""Day"":23,""Hour"":21,""Minute"":13,""Month"":11}",93,13,
368127980,EILEEN MCALLISTER,,26.08219,-80.11629,0,302.4,0,,,,,,2026-03-30 01:18:49.789783608 +0000 UTC
368135270,CURIOSITY,,40.70426,-73.97662,0.1,138.5,0,,,,,,2026-03-30 01:18:41.451826631 +0000 UTC
368138010,PILOT NEW YORK,,40.43038,-73.7936,1.8,359.1,0,,,,,,2026-03-30 01:18:49.809428118 +0000 UTC
368143050,SSG MICHAEL H. OLLIS,,40.64941,-74.0637,15,247.8,0,,,,,,2026-03-30 01:18:41.191844062 +0000 UTC
368150450,JOEY D,,39.52389,-74.02334,7.6,240.4,7,,,,,,2026-03-30 01:18:50.068540826 +0000 UTC
368169450,CHAD DOUGLAS,,30.22356,-93.26524,0,30.6,12,,,,,,2026-03-30 01:18:40.698080518 +0000 UTC
368201480,KINANI H,,46.25485,-124.05609,4.1,81.1,11,,,,,,2026-03-30 01:18:45.316693403 +0000 UTC
368242390,OLD HICKORY,,30.06017,-94.03602,0,220.6,5,,,,,,2026-03-30 01:18:41.992361778 +0000 UTC
368244180,LIZZIE LANE PEUS,,38.9163,-90.23173,0,16.6,12,,,,,,2026-03-30 01:18:49.553167969 +0000 UTC
368253360,ALMA GRACE,,29.78438,-93.34116,0,218.6,0,,,,,,2026-03-30 01:18:46.071634028 +0000 UTC
368266450,TRADE WIND,,41.63817,-70.91603,0,261.1,15,,,,,,2026-03-30 01:18:45.752920957 +0000 UTC
