mmsi,name,imo,lat,lon,sog,cog,nav_status,ship_type,destination,eta,dim_bow,dim_stern,timestamp
636023033,METRO AEGEAN,,50.17914,-0.78102,11.7,76.5,0,,,,,,2026-03-30 01:18:50.270138839 +0000 UTC
636023412,SEATRADE CHILE,9976202,,,,,,79,NLRTM,"{""Day"":29,""Hour"":0,""Minute"":0,""Month"":3}",131,41,
636024216,GLOVIS SUNSHINE,,47.2609,-122.38251,0,343.6,5,,,,,,2026-03-30 01:18:41.081105749 +0000 UTC
636024471,GOLDEN WILLOW,1055894,,,,,,80,NL AMS,"{""Day"":25,""Hour"":9,""Minute"":0,""Month"":3}",129,21,
636024642,MSC GABON,9974539,,,,,,72,USORF->USBAL,"{""Day"":28,""Hour"":16,""Minute"":0,""Month"":3}",79,181,
636024763,,,57.65225,19.86274,10.6,222.8,0,,,,,,2026-03-30 01:18:50.907658635 +0000 UTC
636024925,VELOCITY,,37.72873,-122.34413,0,212.3,1,,,,,,2026-03-30 01:18:43.298787047 +0000 UTC
636025888,ARCHANGEL GABRIEL,,45.63525,13.67099,0.1,180.4,1,,,,,,2026-03-30 01:18:45.067867969 +0000 UTC
636091995,JPO GEMINI,,54.38857,18.72065,0,312.1,5,,,,,,2026-03-30 01:18:42.936668073 +0000 UTC
636092666,LETIZIA,,43.47739,8.23433,10.9,34.3,0,,,,,,2026-03-30 01:18:52.08784959 +0000 UTC
636092818,REDMER OLDENDORFF,,51.21966,1.74522,10,209.1,0,,,,,,2026-03-30 01:18:47.863043095 +0000 UTC
636093178,OSAKA EXPRESS,,33.73073,-118.25299,0,226,5,,,,,,2026-03-30 01:18:48.035111993 +0000 UTC
659253000,,,-28.46197,15.87201,0,261.3,3,,,,,,2026-03-30 01:18:51.622695443 +0000 UTC
668116289,SOON LI 28,,1.17319,103.78086,9.9,237.9,8,,,,,,2026-03-30 01:18:45.365170529 +0000 UTC
671345000,,,39.40712,2.46705,4.2,80.3,0,,,,,,2026-03-30 01:18:43.359821595 +0000 UTC
671659000,PACIFIC M,,43.16812,28.32302,0.1,281.7,1,,,,,,2026-03-30 01:18:42.114595955 +0000 UTC
701006243,EL UNO,,-34.57439,-58.38803,0,18.3,0,,,,,,2026-03-30 01:18:47.248113425 +0000 UTC
702106000,MARCUS,,63.11563,7.75834,0,305.6,3,,,,,,2026-03-30 01:18:50.070782847 +0000 UTC
710001648,JOSE.GUILHERME.VII,,-3.15865,-59.9915,0,74.9,15,,,,,,2026-03-30 01:18:50.324706496 +0000 UTC
